Case ID,"Overall, how often do you use the internet?",Do you do use social media?,Does social media make you feel more connected to information about what's going on in your friends' lives?,Does social media make you feel worse about your own life because of what you see from other friends on social media?,Does social media make you feel better connected to your friends' feelings?,Does social media make you feel pressure to post content that will be popular and get lots of comments or likes?,Does social media make you feel pressure to only post content that makes you look good to others?,Do you ever experience on social media people posting about things you werent invited to?,Do you ever experience on social media people stirring up drama?,Do you ever experience on social media people posting things about you that you cant change or control?,Do you ever experience on social media people supporting you through challenges or tough times?,People get to show different sides of themselves on social media that they cant show offline,People are less authentic and real on social media than they are offline?,People share too much information about themselves on social media?,Was there anyone in the room who watched or helped you take the survey?,Teen's race/ethnicity,Teen's age,Teen's gender,Do you consider yourself to be transgender?,Household Size,Housing Type,Marital Status,Metro status,Region of country,Own or rent,State,Parent's employment status,Household internet access,household income
455,Several times a day,Yes,"Yes, a lot","Yes, a little","Yes, a little",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Strongly agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,CT,Working - as a paid employee,Yes,"$100,000+"
457,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,No,No,"Yes, occasionally",Agree,Agree,Agree,Yes,Hispanic,13,Female,"No, not transgender",5,A one-family house detached from any other house,Separated,Non-Metro,South,Owned or being bought by you or someone in your household,TX,Working - as a paid employee,Yes,"under $50,000"
458,Several times a day,Yes,"Yes, a lot","Yes, a little","Yes, a lot","Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, frequently",Agree,Agree,Agree,No,"White, Non-Hispanic",17,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,UT,Working - as a paid employee,Yes,"under $50,000"
459,Several times a day,Yes,No,No,No,No,No,"Yes, occasionally","Yes, occasionally",No,"Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Non-Metro,Northeast,Owned or being bought by you or someone in your household,PA,Not working - on temporary layoff from a job,Yes,"$50,000-$99,000"
462,Several times a day,Yes,No,No,"Yes, a little","Yes, a little",No,"Yes, frequently","Yes, occasionally","Yes, frequently","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NJ,Working - as a paid employee,Yes,"$100,000+"
463,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Female,"No, not transgender",5,A one-family house attached to one or more houses,Married,Metro,Northeast,Owned or being bought by you or someone in your household,PA,Not working - other,Yes,"$50,000-$99,000"
464,Almost constantly,Yes,"Yes, a lot",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, frequently",Agree,Agree,Agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,KS,Not working - looking for work,Yes,"$100,000+"
467,Several times a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little",No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",3,A one-family house detached from any other house,Divorced,Metro,South,Owned or being bought by you or someone in your household,FL,Working - as a paid employee,Yes,"under $50,000"
468,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, frequently","Yes, occasionally","Yes, occasionally",Agree,Agree,Strongly agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,CT,Working - as a paid employee,Yes,"$100,000+"
470,Almost constantly,Yes,"Yes, a lot",No,No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Disagree,Disagree,No,"2+ Races, Non-Hispanic",13,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,RI,Working - as a paid employee,Yes,"$50,000-$99,000"
471,Several times a day,Yes,"Yes, a lot",No,"Yes, a little",No,"Yes, a little","Yes, frequently","Yes, occasionally",No,No,Disagree,Agree,Agree,Yes,"2+ Races, Non-Hispanic",14,Female,"No, not transgender",4,A one-family house attached to one or more houses,Married,Metro,Northeast,Owned or being bought by you or someone in your household,PA,Working - as a paid employee,Yes,"under $50,000"
472,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Male,"No, not transgender",3,A one-family house detached from any other house,Divorced,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"$50,000-$99,000"
473,Almost constantly,Yes,"Yes, a lot","Yes, a little","Yes, a lot","Yes, a lot","Yes, a lot","Yes, frequently","Yes, frequently","Yes, frequently","Yes, frequently",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,VA,Working - as a paid employee,Yes,"$50,000-$99,000"
474,Several times a day,Yes,"Yes, a lot","Yes, a lot","Yes, a lot","Yes, a lot","Yes, a lot","Yes, occasionally","Yes, frequently","Yes, frequently","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",13,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,TN,Not working - other,Yes,"$100,000+"
477,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally",No,"Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",14,Female,"No, not transgender",7,A one-family house attached to one or more houses,Married,Metro,Northeast,Rented for cash,PA,Working - as a paid employee,Yes,"$50,000-$99,000"
479,Several times a day,Yes,"Yes, a little","Yes, a little",No,No,"Yes, a little",No,"Yes, occasionally","Yes, occasionally","Yes, occasionally",Strongly agree,Agree,Agree,No,"White, Non-Hispanic",15,Female,"No, not transgender",8,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"$100,000+"
480,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally",No,"Yes, occasionally",Agree,Strongly disagree,Agree,No,"Other, Non-Hispanic",15,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,South,Rented for cash,LA,Working - as a paid employee,Yes,"$50,000-$99,000"
481,Several times a day,Yes,No,No,No,No,No,No,No,No,No,Disagree,Disagree,Disagree,No,"White, Non-Hispanic",13,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MN,Working - as a paid employee,Yes,"$50,000-$99,000"
482,Several times a day,Yes,"Yes, a lot","Yes, a little","Yes, a lot","Yes, a lot","Yes, a little","Yes, occasionally","Yes, frequently","Yes, occasionally","Yes, frequently",Agree,Agree,Strongly agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,LA,Working - self-employed,Yes,"$50,000-$99,000"
486,Almost constantly,Yes,No,No,No,No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, frequently",Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",14,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CO,Working - as a paid employee,Yes,"$50,000-$99,000"
487,Less often,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",16,Male,"No, not transgender",10,A one-family house detached from any other house,Married,Non-Metro,South,Owned or being bought by you or someone in your household,TX,Working - as a paid employee,Yes,"$50,000-$99,000"
488,Almost constantly,Yes,"Yes, a lot",No,"Yes, a little","Yes, a little",No,"Yes, occasionally","Yes, frequently","Yes, occasionally",No,Agree,Agree,Strongly agree,No,Hispanic,16,Male,"No, not transgender",3,A one-family house attached to one or more houses,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NY,Working - as a paid employee,Yes,"$100,000+"
494,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally",No,No,"Yes, frequently",Disagree,Disagree,Agree,No,"White, Non-Hispanic",15,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MI,Not working - other,Yes,"$100,000+"
496,Almost constantly,Yes,"Yes, a little","Yes, a little","Yes, a little","Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",13,Male,"Yes, male to female",4,A one-family house detached from any other house,Divorced,Non-Metro,Midwest,Rented for cash,OH,Not working - disabled,Yes,"under $50,000"
497,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,No,No,No,"Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",13,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Rented for cash,PA,Working - as a paid employee,Yes,"$50,000-$99,000"
498,Several times a day,Yes,"Yes, a lot","Yes, a little","Yes, a little","Yes, a lot","Yes, a lot","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Not working - looking for work,Yes,"$50,000-$99,000"
499,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,13,Male,Refused,5,A building with 2 or more apartments,Never married,Metro,West,Rented for cash,CA,Not working - looking for work,Yes,"under $50,000"
503,Almost constantly,Yes,"Yes, a lot",No,"Yes, a little","Yes, a little","Yes, a little","Yes, frequently","Yes, frequently","Yes, occasionally","Yes, frequently",Agree,Agree,Strongly agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IL,Working - as a paid employee,Yes,"$100,000+"
504,Several times a day,Yes,"Yes, a little",No,"Yes, a lot",No,No,No,No,No,"Yes, occasionally",Agree,Disagree,Disagree,Yes,"White, Non-Hispanic",15,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,KS,Not working - other,Yes,"$50,000-$99,000"
505,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",15,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Non-Metro,Midwest,Rented for cash,ND,Working - as a paid employee,Yes,"under $50,000"
