Case ID,"Overall, how often do you use the internet?",Use social media-Do you do any of the following online or on your cellphone?,More connected to information about what's going on in your friends' lives?-Does social media make you feel,Worse about your own life because of what you see from other friends on social media?-Does social media make you feel,Better connected to your friends' feelings?-Does social media make you feel,Pressure to post content that will be popular and get lots of comments or likes-Does social media make you feel,Pressure to only post content that makes you look good to others?-Does social media make you feel,People posting about things you werent invited to?- Do you ever experience on social media,People stirring up drama?-Do you ever experience on social media,People posting things about you that you cant change or control?-Do you ever experience on social media,People supporting you through challenges or tough times?-Do you ever experience on social media,People get to show different sides of themselves on social media that they cant show offline,People are less authentic and real on social media than they are offline?,People share too much information about themselves on social media?,Was there anyone in the room who watched or helped you take the survey?,Teen's race/ethnicity,Teen's age,Teen's gender,Do you consider yourself to be transgender?,Household Size,Housing Type,Marital Status,Metro status,Region of country,Own or rent,State,Parent's employment status,Household internet access,household income
515,Several times a day,Yes,"Yes, a lot",No,"Yes, a little","Yes, a lot","Yes, a lot",No,No,No,No,Agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",13,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,IL,Working - as a paid employee,Yes,"$125,000+"
518,Several times a day,Yes,"Yes, a little","Yes, a little",No,"Yes, a little",No,"Yes, frequently","Yes, frequently",No,No,Strongly agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",13,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,SC,Working - as a paid employee,Yes,"$125,000+"
519,Almost constantly,Yes,"Yes, a lot",No,"Yes, a little",No,No,"Yes, frequently","Yes, frequently",No,"Yes, occasionally",Agree,Disagree,Strongly agree,No,"Black, Non-Hispanic",16,Male,"No, not transgender",5,A one-family house detached from any other house,Never married,Non-Metro,South,Owned or being bought by you or someone in your household,MS,Not working - on temporary layoff from a job,Yes,"under $30,000"
520,Almost constantly,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",17,Female,"No, not transgender",8,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MO,Working - as a paid employee,Yes,"$125,000+"
521,Several times a day,Yes,"Yes, a lot",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally",No,No,Agree,Disagree,Disagree,No,"Black, Non-Hispanic",16,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,VA,Working - as a paid employee,Yes,"$75,000-$124,999"
524,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",15,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MI,Working - as a paid employee,Yes,"$75,000-$124,999"
527,Several times a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,PA,Working - as a paid employee,Yes,"50,000-$74,999"
528,Several times a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little",No,"Yes, occasionally",No,No,"Yes, frequently",Strongly disagree,Disagree,Agree,No,"Other, Non-Hispanic",17,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Rented for cash,WI,Working - as a paid employee,Yes,"$125,000+"
532,Several times a day,Yes,No,"Yes, a little",No,No,No,No,No,No,No,Agree,Agree,Agree,No,"White, Non-Hispanic",16,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MN,Not working - disabled,Yes,"$75,000-$124,999"
535,Almost constantly,Yes,"Yes, a little",No,"Yes, a little",No,No,No,"Yes, occasionally",No,No,Agree,Agree,Agree,No,"White, Non-Hispanic",14,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MO,Working - as a paid employee,Yes,"50,000-$74,999"
537,About once a day,Yes,"Yes, a little",No,"Yes, a little",No,"Yes, a lot","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Disagree,Agree,Strongly agree,No,Hispanic,16,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,West,Rented for cash,CA,Not working - looking for work,No,"under $30,000"
538,Almost constantly,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,Hispanic,13,Male,"No, not transgender",5,A one-family house attached to one or more houses,Married,Metro,South,Rented for cash,FL,Not working - looking for work,Yes,"$75,000-$124,999"
539,Several times a day,Yes,"Yes, a lot",No,"Yes, a little",No,No,No,"Yes, occasionally","Yes, occasionally","Yes, occasionally",Disagree,Disagree,Agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Non-Metro,South,Owned or being bought by you or someone in your household,KY,Not working - other,Yes,"$75,000-$124,999"
543,Several times a day,Yes,"Yes, a lot",No,"Yes, a little",No,No,No,"Yes, frequently",No,"Yes, frequently",Agree,Agree,Strongly agree,No,"White, Non-Hispanic",13,Male,"No, not transgender",3,A one-family house detached from any other house,Married,Non-Metro,Midwest,Owned or being bought by you or someone in your household,OH,Working - as a paid employee,Yes,"50,000-$74,999"
544,Several times a day,Yes,"Yes, a little","Yes, a little","Yes, a little","Yes, a little","Yes, a little","Yes, occasionally","Yes, occasionally",No,No,Agree,Agree,Agree,No,Hispanic,14,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,FL,Working - as a paid employee,Yes,"$75,000-$124,999"
545,Several times a day,Yes,"Yes, a little",No,No,No,No,No,"Yes, occasionally",No,"Yes, occasionally",Disagree,Agree,Agree,No,"White, Non-Hispanic",13,Female,"No, not transgender",5,A one-family house detached from any other house,Separated,Metro,Midwest,Owned or being bought by you or someone in your household,OH,Not working - on temporary layoff from a job,Yes,"under $30,000"
548,Almost constantly,Yes,"Yes, a little",No,No,No,No,"Yes, occasionally","Yes, frequently","Yes, occasionally",No,Agree,Agree,Disagree,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,NJ,Working - as a paid employee,Yes,"$75,000-$124,999"
552,Several times a day,Yes,"Yes, a lot",No,"Yes, a little",No,"Yes, a little","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Agree,Disagree,Agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,FL,Working - as a paid employee,Yes,"$75,000-$124,999"
555,About once a day,Yes,No,No,No,No,No,No,No,No,"Yes, occasionally",Agree,Agree,Agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Not working - other,Yes,"$75,000-$124,999"
556,Several times a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little","Yes, a lot","Yes, occasionally","Yes, frequently","Yes, occasionally",No,Disagree,Strongly agree,Agree,No,"White, Non-Hispanic",16,Female,"No, not transgender",3,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,AL,Not working - looking for work,Yes,"$125,000+"
558,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",17,Male,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,CA,Working - as a paid employee,Yes,"$75,000-$124,999"
560,About once a day,Yes,"Yes, a little",No,"Yes, a little","Yes, a little",No,No,"Yes, occasionally",No,"Yes, occasionally",Agree,Disagree,Agree,No,"White, Non-Hispanic",15,Male,"No, not transgender",2,A one-family house detached from any other house,Divorced,Metro,South,Rented for cash,FL,Not working - retired,Yes,"$30-49,999"
565,Several times a day,Yes,"Yes, a lot",No,"Yes, a little",No,No,No,"Yes, frequently",No,"Yes, occasionally",Agree,Agree,Strongly agree,No,"White, Non-Hispanic",17,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,KS,Working - as a paid employee,Yes,"50,000-$74,999"
566,About once a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"Black, Non-Hispanic",16,Female,"No, not transgender",3,A one-family house detached from any other house,Never married,Non-Metro,South,Owned or being bought by you or someone in your household,SC,Working - as a paid employee,No,"under $30,000"
568,Several times a day,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",14,Male,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,West,Owned or being bought by you or someone in your household,UT,Working - as a paid employee,Yes,"$75,000-$124,999"
569,Once a week,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Female,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,Northeast,Owned or being bought by you or someone in your household,MA,Working - as a paid employee,Yes,"50,000-$74,999"
570,Several times a day,Yes,"Yes, a little",No,"Yes, a little",No,No,"Yes, occasionally","Yes, occasionally",No,"Yes, occasionally",Agree,Strongly agree,Strongly agree,No,"White, Non-Hispanic",13,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,MD,Working - as a paid employee,Yes,"$125,000+"
573,Several times a day,Yes,"Yes, a lot",No,"Yes, a lot","Yes, a lot",No,No,"Yes, frequently","Yes, occasionally","Yes, occasionally",Strongly agree,Strongly agree,Strongly agree,No,"2+ Races, Non-Hispanic",16,Female,"No, not transgender",6,A one-family house detached from any other house,Married,Metro,West,Rented for cash,AZ,Working - as a paid employee,Yes,"$75,000-$124,999"
575,Less often,No,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,Do not use social media,No,"White, Non-Hispanic",13,Male,"No, not transgender",4,A one-family house detached from any other house,Married,Metro,South,Owned or being bought by you or someone in your household,OK,Not working - retired,Yes,"50,000-$74,999"
577,Several times a week,Yes,"Yes, a lot",No,"Yes, a lot","Yes, a lot",No,No,No,"Yes, occasionally","Yes, occasionally",Agree,Agree,Agree,Yes,Hispanic,16,Female,"Yes, female to male",3,A building with 2 or more apartments,Married,Metro,West,Rented for cash,AZ,Not working - other,Yes,"under $30,000"
578,Several times a day,Yes,"Yes, a lot","Yes, a lot","Yes, a lot","Yes, a lot","Yes, a lot","Yes, occasionally","Yes, frequently","Yes, occasionally",No,Strongly agree,Agree,Agree,No,"White, Non-Hispanic",13,Female,"No, not transgender",5,A one-family house detached from any other house,Married,Metro,Midwest,Owned or being bought by you or someone in your household,MI,Working - as a paid employee,Yes,"$30-49,999"
